age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
18,Private,231562,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,33,United-States,<=50K
22,State-gov,255575,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,<=50K
28,Private,110981,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Self-emp-not-inc,225456,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,461337,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
43,Private,158177,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
36,State-gov,177064,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Private,251063,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K
39,Private,456922,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,?,252127,Some-college,10,Widowed,?,Unmarried,Black,Female,0,0,20,United-States,<=50K
40,Private,110622,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
64,Private,253759,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
34,Private,167781,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
36,Private,279485,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,<=50K
25,Private,181576,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
44,Private,168515,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K
73,Self-emp-not-inc,46514,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
45,Private,188432,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,155150,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
46,State-gov,327786,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,3325,0,42,United-States,<=50K
23,Private,288771,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
32,Self-emp-not-inc,420895,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
42,State-gov,163069,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,82777,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,60135,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,?,119254,10th,6,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,160445,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
66,?,68219,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,82393,HS-grad,9,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,25,Philippines,<=50K
43,Private,99185,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,58,United-States,<=50K
54,Private,46401,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,47,United-States,<=50K
43,Private,105119,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,207982,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
51,Self-emp-not-inc,204322,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,143368,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,55,United-States,<=50K
42,Private,147251,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,<=50K
40,Private,379919,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
17,?,171461,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
26,Private,31143,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,290213,Some-college,10,Separated,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,413297,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,70,Mexico,<=50K
44,Private,176063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
39,Private,206520,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
67,Local-gov,204123,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,United-States,<=50K
23,Private,330571,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,<=50K
34,Private,208353,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,103634,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
59,Private,53481,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
18,Private,183824,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
32,Private,173998,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
24,Private,103064,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,55,United-States,<=50K
25,Local-gov,192321,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
46,Local-gov,267952,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K
29,Private,358124,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,52,United-States,<=50K
30,Local-gov,169020,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
30,Self-emp-inc,178383,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,70,United-States,<=50K
28,Private,66095,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,120839,12th,8,Divorced,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
24,?,108495,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,205940,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,1055,0,30,United-States,<=50K
26,?,375313,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
30,Private,318749,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Germany,<=50K
54,Self-emp-not-inc,158948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States,<=50K
34,?,330301,7th-8th,4,Separated,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
56,Private,134153,10th,6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
63,Private,45912,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,240922,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,1408,5,United-States,<=50K
19,Private,127491,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,151736,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,118419,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States,<=50K
41,Self-emp-inc,64506,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,241153,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,181372,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
34,Private,90415,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,34037,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
60,Private,127084,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2042,34,United-States,<=50K
17,Private,311907,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
50,Private,92811,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
21,?,205939,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
22,Local-gov,195532,Some-college,10,Never-married,Protective-serv,Other-relative,White,Female,0,0,43,United-States,<=50K
24,Private,176580,5th-6th,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K
18,Private,347336,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
23,Private,133355,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
41,Private,220460,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
44,Local-gov,150171,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Self-emp-not-inc,156033,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
33,Private,232475,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
23,Private,45834,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
51,Private,274502,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,<=50K
61,Private,190682,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Female,0,1669,50,United-States,<=50K
62,Private,128092,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
41,Federal-gov,160467,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,40,United-States,<=50K
28,Private,113987,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
26,Private,179010,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,<=50K
50,Private,302372,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,273243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
37,Private,179137,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
65,Self-emp-not-inc,99359,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,1086,0,60,United-States,<=50K
36,Private,184456,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K
53,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
32,Private,94235,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,150528,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
58,Self-emp-inc,113806,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,30,United-States,>50K
58,Self-emp-inc,182062,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,>50K
54,Private,288992,10th,6,Divorced,Prof-specialty,Unmarried,White,Male,14344,0,68,United-States,>50K
50,Self-emp-inc,167793,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
37,Self-emp-not-inc,188563,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,50,United-States,>50K
43,Private,196545,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,>50K
36,Self-emp-not-inc,205607,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,>50K
49,Private,291783,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
46,Self-emp-inc,285335,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
48,Private,107231,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
61,Private,230292,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
41,Private,428499,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,>50K
36,Private,175232,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
56,Self-emp-inc,205601,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,70,United-States,>50K
45,Private,246891,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,72,Canada,>50K
50,Private,238959,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
62,Private,121319,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,United-States,>50K
37,Private,183800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
53,Self-emp-not-inc,135339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,20,China,>50K
60,Local-gov,124987,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
57,Federal-gov,97837,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K
68,Private,195868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,>50K
24,Private,145964,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,>50K
37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
54,Private,139703,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,Germany,>50K
47,Private,155659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,55,United-States,>50K
60,Federal-gov,165630,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,>50K
60,?,141580,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,>50K
61,Federal-gov,136787,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
67,Private,231559,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,United-States,>50K
33,Private,67072,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
43,Private,83411,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
47,Private,181307,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
74,Private,129879,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,40,United-States,>50K
40,Private,347890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
40,Private,146908,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
39,Private,49020,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,>50K
33,Private,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,>50K
49,Local-gov,337768,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Private,240441,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1564,40,United-States,>50K
38,Private,119177,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
31,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
31,Private,139822,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
42,Private,255667,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
58,Self-emp-not-inc,318106,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44,State-gov,165108,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,174717,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
38,Private,172571,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,>50K
55,Private,163083,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Private,186035,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
46,Private,364548,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,8614,0,40,United-States,>50K
52,Self-emp-inc,173754,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,>50K
32,Private,180284,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
51,Self-emp-not-inc,124963,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,>50K
54,Self-emp-inc,172175,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
43,Self-emp-inc,172826,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,55,United-States,>50K
32,Private,419691,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
58,Private,316000,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
45,Private,234699,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,60,United-States,>50K
43,Private,147110,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,48,United-States,>50K
34,State-gov,366198,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Germany,>50K
43,Private,144778,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
38,Private,234901,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
46,Self-emp-inc,116338,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
60,Federal-gov,237317,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Male,4934,0,40,United-States,>50K
52,Private,210736,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,>50K
48,State-gov,170142,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
39,Private,165106,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,1564,50,?,>50K
51,Local-gov,26832,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
32,Private,107843,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United-States,>50K
34,Private,27494,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K
66,Self-emp-inc,253741,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1825,10,United-States,>50K
44,Private,63042,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,50,United-States,>50K
45,Self-emp-not-inc,54098,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
52,Private,127315,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
48,Private,140782,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,38,United-States,>50K
35,Private,406051,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,>50K
40,Private,168538,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
39,Private,134367,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,24,United-States,>50K
30,Federal-gov,321990,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,48,Cuba,>50K
29,Private,200928,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Private,98361,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,?,>50K
61,Self-emp-inc,113544,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
67,Self-emp-inc,76860,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
47,Private,205730,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,>50K
57,Self-emp-not-inc,225913,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
42,Local-gov,186909,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
44,Local-gov,145178,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,38,Jamaica,>50K
40,Federal-gov,73883,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
58,Private,98725,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
43,Self-emp-inc,117158,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,>50K
49,Private,144844,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,>50K
38,Local-gov,172855,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1887,40,United-States,>50K
40,Private,203761,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
45,Federal-gov,171335,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
51,Private,22211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K
41,Private,225892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
39,Private,211440,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
37,Self-emp-not-inc,32239,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,27828,0,40,United-States,>50K
42,Private,116632,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
48,State-gov,120131,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,8614,0,40,United-States,>50K
30,Private,373213,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K
47,Self-emp-inc,212120,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
47,Self-emp-inc,79627,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,50,United-States,>50K
54,Self-emp-inc,206964,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K
39,Self-emp-not-inc,336793,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
40,Private,153372,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
33,State-gov,400943,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
46,Private,321327,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,45,United-States,>50K
45,Local-gov,348172,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,7298,0,40,United-States,>50K
45,Private,186272,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7298,0,40,United-States,>50K
45,Self-emp-not-inc,247379,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
41,Private,384508,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
53,Private,163678,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,Private,209174,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
33,Private,196385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K
44,Self-emp-not-inc,104973,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
47,Private,102308,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
24,Private,235071,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
52,Self-emp-inc,181855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,65,United-States,>50K
46,Self-emp-not-inc,275625,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,>50K
57,Self-emp-inc,119253,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,65,United-States,>50K
44,Private,173888,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
34,Private,506858,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,>50K
47,Local-gov,148995,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
68,Self-emp-not-inc,166083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Local-gov,230420,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
48,Self-emp-not-inc,121124,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
47,Local-gov,265097,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4386,0,40,United-States,>50K
33,Private,189368,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
52,Local-gov,155141,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
32,Private,473133,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
49,Private,246183,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
34,Private,217460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
40,Self-emp-not-inc,173716,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
51,Self-emp-inc,54342,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,27828,0,60,United-States,>50K
41,Private,274363,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,42,United-States,>50K
53,Self-emp-not-inc,46704,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
62,Private,178745,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
64,Federal-gov,175534,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
37,Private,176900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,>50K
